# this is a legfed-expression file, modified slightly from normalizeddata.txt from PvGEA
#
# 1. source name, PMID, geo, bioProject, sra
Phaseolus vulgaris Gene Expression Atlas	25283805		PRJNA210619	SRP046307
# 2. URL
http://plantgrn.noble.org/PvGEA/
# 3. description
Phaseolus vulgaris L., or common bean, is an important source of proteins, micronutrients and calories for over three hundred million people worldwide. The high levels of dietary protein in bean seeds (between 20 and 25%) and micronutrients complement the high carbohydrates found in maize and cassava (Broughton et al., 2003). In addition to their important contribution to human health, legumes are also important contributors to biological Nitrogen (N), contributing approximately 21 million metric tons of N into agricultural lands each year (Herridge et al., 2008) . Despite the international importance of common bean, both in terms of economics and consumption, genetic resources for this species have been lacking. This atlas presents the gene expression patterns of 24 unique samples collected from seven distinct tissues of Phaseolus vulgaris cv. negro jamapa; roots, nodules, leaves, stems, flowers, seeds, and pods. Samples were collected at developmentally important time-points spanning the processes of symbiosis, seed and pod development. Plants were either provided with nutrients via fertilizer or inoculated with either effective or ineffective rhizobium. Plants inoculated with ineffective rhizobium formed nodules, but did not fix N2, resulting in N deficient plants.
# 4. expression unit
RPKM
# 5. number of samples
24
# 6. Sample number, name and description in same order as the columns (adjusted from buggy version on site)
1	FY	Young flowers, collected prior to floral emergence
2	LF	Leaf tissue from fertilized plants collected at the same time of LE and LI
3	L5	Leaf tissue collected 5 days after plants were inoculated with effective rhizoubium
4	LE	Leaf tissue collected 21 days after plants were inoculated with effective rhizobium
5	LI	Leaf tissue collected 21 days after plants were inoculated with ineffective rhizobium
6	N5	Pre-fixing (effective) nodules collected 5 days after inoculation
7	NE	Effectively fixing nodules collected 21 days after inoculation
8	NI	Ineffectively fixing nodules collected 21 days after inoculation
9	P1	Pods between 10 and 11 cm long, associated with stage 1 seeds (pod only)
10	P2	Pods between 12 and 13 cm long associated with stage 2 seeds (pod only)
11	PH	Pods approximately 9cm long, associated with seeds at heart stage (pod only)
12	PY	Young pods, collected 1 to 4 days after floral senescence. Samples contain developing embryos at globular stage
13	RF	Whole roots from fertilized plants collected at the same time as RE and RI
14	R5	Whole roots separated from 5 day old pre-fixing nodules
15	RE	Whole roots separated from fix+ nodules collected 21 days after inoculation
16	RI	Whole roots separated from fix- nodules collected 21 days after inoculation
17	RT	Root tips, 0.5 cm of tissue, collected from fertilized plants at 2nd trifoliate stage of development
18	S1	Stage 1 seeds, between 6 and 7 mm across and approximately 50 mg	
19	S2	Stage 2 seeds, between 8 and 10 mm across and between 140 and 150 mg
20	SH	Heart stage seeds, between 3 and 4 mm across and approximately 7 mg
21	ST	Shoot tip, including the apical meristem, collected at the 2nd trifoliate stage
22	YL	Fully expanded 2nd trifoliate leaf tissue from plants provided with fertilizer
23	YR	Whole roots, including root tips, collected at the 2nd trifoliate stage of development
24	YS	All stem internodes above the cotyledon collected at the 2nd trifoliate stage
# 7. expression data
#GeneID	PVFY	PVL	PVL5	PVLE	PVLI	PVN5	PVNE	PVNI	PVP1	PVP2	PVPH	PVPY	PVR	PVR5	PVRE	PVRI	PVRT	PVS1	PVS2	PVSH	PVST	PVYL	PVYR	PVYS
Phvul.001G015300.1	69	88	119	77	146	193	118	176	45	92	91	25	141	148	157	174	144	78	46	94	111	147	184	131
Phvul.001G015400.1	10	3	4	1	2	7	2	4	6	8	13	4	13	10	8	6	8	12	13	13	8	4	5	6
Phvul.001G015500.1	1	1	1	0	1	1	1	2	1	1	1	0	2	2	1	1	1	1	1	2	2	1	1	1
Phvul.001G015600.1	3	1	4	1	4	4	3	6	1	2	2	1	3	2	4	4	3	2	1	5	6	3	3	1
Phvul.001G015600.2	3	1	4	1	4	4	3	6	1	2	2	1	3	2	4	4	3	2	1	5	6	3	3	2
Phvul.001G015600.3	3	1	3	1	3	3	2	5	1	1	1	1	3	2	3	3	2	1	1	3	5	3	3	1
Phvul.001G015700.1	32	19	23	10	14	15	3	6	11	18	43	13	20	17	16	13	34	28	25	29	39	25	12	24
Phvul.001G015800.1	12	7	11	5	9	23	10	19	10	12	16	3	43	46	36	26	48	16	16	15	14	14	37	19
Phvul.001G015900.1	10	8	10	9	23	14	10	20	5	14	13	3	13	14	12	15	10	10	10	11	14	13	12	13
Phvul.001G016000.1	6	2	5	2	13	9	9	14	4	11	8	1	10	9	8	9	10	6	6	7	8	4	7	9
Phvul.001G016000.2	6	2	5	2	13	9	9	14	4	11	8	1	10	8	8	9	10	6	6	7	8	4	7	9
Phvul.001G016000.3	5	1	4	1	11	8	8	13	4	10	7	1	8	8	7	8	9	5	6	6	8	3	6	8
Phvul.001G016000.4	5	1	4	1	11	8	8	13	4	10	7	1	8	8	7	8	9	5	6	6	7	4	6	8
Phvul.001G016100.1	45	12	19	9	15	33	25	41	24	44	58	10	46	55	29	35	47	13	12	26	67	25	26	53
Phvul.001G016200.1	3	2	4	2	5	3	2	5	1	3	2	1	4	3	3	4	6	2	2	2	5	4	2	3
Phvul.001G016300.1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0
Phvul.001G016400.1	1	0	1	0	0	7	1	1	0	0	0	0	0	0	2	1	1	2	2	0	1	2	0	0
Phvul.001G016500.1	9	4	9	2	3	10	8	12	4	8	9	2	10	11	11	14	10	3	2	5	19	14	17	15
Phvul.001G016600.1	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
Phvul.001G016700.1	27	2	3	3	0	1	0	0	3	1	12	1	0	2	1	1	0	6	7	21	10	12	0	0
Phvul.001G016800.1	3	4	6	4	9	2	3	9	1	2	1	0	8	6	8	6	8	4	4	3	3	6	6	2
Phvul.001G016800.2	3	4	6	4	10	2	3	9	1	2	1	0	8	6	8	6	8	4	4	3	3	6	6	2
Phvul.001G016900.1	6	1	11	3	3	26	3	3	7	11	12	1	5	11	4	6	6	1	1	8	18	8	4	25
Phvul.001G017000.1	0	0	1	0	1	1	0	2	0	0	0	0	1	1	0	3	1	0	0	0	1	1	2	0
Phvul.001G017100.1	6	2	12	5	12	13	10	37	3	6	6	2	12	15	31	44	14	3	2	5	12	14	34	19
Phvul.001G017100.2	6	2	12	5	12	14	10	37	3	6	6	2	12	15	31	44	14	3	2	5	12	14	34	19
Phvul.001G017200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G017300.1	3	2	4	1	2	4	2	3	2	2	3	1	3	3	3	2	3	5	3	5	4	4	2	2
Phvul.001G017400.1	27	0	1	0	1	0	0	0	1	4	4	2	0	0	0	0	0	6	5	19	4	1	0	2
Phvul.001G017500.1	54	276	154	276	49	18	7	9	16	23	83	28	14	15	12	10	21	28	22	39	67	297	7	34
Phvul.001G017600.1	8	4	7	3	7	8	6	9	5	7	11	3	11	8	11	9	10	7	6	9	9	6	8	9
Phvul.001G017700.1	15	7	13	5	10	14	12	15	9	11	22	4	17	16	17	17	21	15	12	13	20	14	15	19
Phvul.001G017700.2	15	7	13	5	10	14	12	15	9	11	22	4	17	16	17	17	21	15	12	13	20	14	15	19
Phvul.001G017800.1	46	14	138	56	115	183	75	354	15	100	28	5	30	301	394	607	96	24	32	29	122	123	178	246
Phvul.001G017900.1	12	3	1	4	2	5	1	3	1	1	3	1	3	3	6	5	2	4	3	10	5	1	3	0
Phvul.001G018000.1	2	3	5	3	3	4	1	3	1	2	3	0	4	2	2	2	3	0	0	0	2	5	3	3
Phvul.001G018100.1	3	5	13	9	7	11	2	7	4	7	8	0	6	8	8	6	10	1	1	1	3	10	8	8
Phvul.001G018200.1	3	9	4	12	9	3	5	5	0	0	0	0	25	14	14	17	34	1	1	0	3	5	4	1
Phvul.001G018300.1	1	7	5	13	9	3	3	4	0	0	0	0	19	13	11	11	45	2	2	0	3	5	6	1
Phvul.001G018400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0
Phvul.001G018500.1	6	3	3	3	4	7	9	7	3	4	4	1	5	4	6	5	6	7	5	6	7	6	6	4
Phvul.001G018500.2	6	4	4	3	4	8	9	7	3	4	5	2	6	4	6	6	6	7	5	7	7	6	6	4
Phvul.001G018500.3	6	4	4	3	4	8	9	7	3	4	5	2	6	4	6	6	6	7	5	7	7	6	6	4
Phvul.001G018500.4	6	3	3	3	4	7	9	7	3	4	4	1	5	4	6	5	6	7	5	6	6	5	6	4
Phvul.001G018600.1	3	2	2	1	3	2	5	6	2	5	3	0	5	4	5	3	6	3	2	3	2	2	4	4
Phvul.001G018700.1	7	4	6	3	17	13	8	19	13	28	13	2	33	26	23	24	37	10	9	13	18	10	17	24
Phvul.001G018800.1	12	8	18	8	39	17	8	49	7	22	10	2	22	14	16	18	30	1	1	1	32	27	27	39
Phvul.001G018900.1	3	7	4	4	10	1	0	5	1	3	3	0	3	2	2	2	2	1	1	0	4	5	3	5
Phvul.001G019000.1	3	3	4	2	4	4	5	7	3	5	4	1	4	4	3	5	4	3	3	3	4	3	3	4
Phvul.001G019100.1	3	1	5	4	4	1	1	1	1	1	3	0	0	0	1	1	1	0	0	0	11	12	3	12
Phvul.001G019200.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Phvul.001G019300.1	0	0	12	1	10	103	58	126	1	7	0	0	16	189	219	337	29	1	0	0	1	6	159	5
Phvul.001G019400.1	3	6	8	5	5	0	0	1	13	9	12	2	4	3	3	2	2	3	2	18	1	2	4	1
Phvul.001G019500.1	0	1	0	1	2	2	48	61	1	1	0	0	4	5	13	12	0	1	1	0	2	3	2	1
Phvul.001G019600.1	18	12	36	20	31	43	34	62	19	38	33	8	39	37	41	46	80	22	15	24	58	61	33	50
Phvul.001G019700.1	2	0	1	0	13	2	0	1	0	0	0	1	0	0	1	4	0	1	0	0	0	0	0	1
Phvul.001G019800.1	5	3	11	3	6	8	12	18	4	9	7	2	12	11	29	31	9	3	2	5	12	14	32	27
Phvul.001G019900.1	8	18	17	22	16	8	4	5	3	6	11	4	6	8	6	5	9	8	6	10	14	30	3	8
Phvul.001G020000.1	2	1	2	0	2	2	4	7	2	3	2	1	3	2	5	5	3	1	1	2	3	2	7	4
Phvul.001G020000.2	2	1	3	1	3	3	5	9	2	3	2	1	4	3	6	6	4	1	1	2	4	3	8	5
Phvul.001G020000.3	2	1	3	1	2	2	4	8	2	3	2	1	4	2	5	5	3	1	1	2	3	2	7	4
Phvul.001G020100.1	15	5	96	15	2	56	5	4	0	0	0	1	12	22	24	34	21	0	0	0	73	128	70	149
Phvul.001G020200.1	0	0	1	0	0	13	5	19	0	0	0	0	16	12	12	45	1	0	0	0	0	1	29	1
Phvul.001G020300.1	0	0	0	0	0	5	3	7	0	0	0	0	0	1	7	11	1	0	0	0	0	0	5	1
Phvul.001G020400.1	50	16	26	16	43	118	40	59	17	28	46	11	90	86	72	62	101	64	59	78	63	35	60	43
Phvul.001G020500.1	5	29	9	39	3	1	0	1	2	5	6	1	0	1	1	0	1	1	1	2	4	16	1	1
Phvul.001G020600.1	109	68	67	54	105	236	117	92	53	83	151	23	231	228	150	126	245	174	137	200	123	81	149	122
Phvul.001G020700.1	1	2	1	1	1	0	0	2	1	1	1	0	1	0	1	1	1	0	0	0	2	1	1	0
Phvul.001G020800.1	3	1	0	0	2	1	4	6	4	6	4	0	7	2	3	4	1	9	9	6	1	1	3	5
Phvul.001G020900.1	15	6	8	5	11	23	16	19	9	21	21	4	26	38	24	19	37	17	20	24	23	11	24	32
Phvul.001G021000.1	3	2	3	2	2	5	1	2	2	3	6	1	3	2	2	4	3	3	3	4	6	3	2	7
Phvul.001G021100.1	3	1	4	4	1	22	66	2	2	2	3	1	26	39	22	55	13	5	2	7	11	3	15	4
Phvul.001G021200.1	7	7	15	6	8	10	8	5	3	4	7	2	11	10	24	19	24	10	10	10	10	27	29	39
Phvul.001G021300.1	1	6	3	11	2	1	0	7	8	12	5	0	4	3	2	2	0	0	0	0	1	6	1	1
Phvul.001G021400.1	2	0	0	0	0	0	4	3	4	4	2	0	13	9	1	1	1	1	0	1	1	0	3	1
Phvul.001G021500.1	4	6	1	3	6	0	0	1	2	4	12	1	4	6	1	5	0	0	0	0	3	3	4	7
Phvul.001G021600.1	0	1	2	0	13	0	0	1	0	0	0	0	2	1	1	6	0	0	0	0	6	2	1	11
Phvul.001G021700.1	0	1	0	0	3	1	1	0	0	0	0	0	26	31	15	57	0	0	0	0	4	0	6	27
Phvul.001G021800.1	3	1	2	2	1	4	1	2	5	8	1	0	11	14	8	8	0	0	1	0	3	1	7	27
Phvul.001G021900.1	1	1	1	1	9	1	2	12	2	5	1	0	7	3	5	10	0	1	0	0	1	1	4	2
Phvul.001G021900.2	1	1	1	1	9	1	1	12	2	4	1	0	6	3	5	10	0	1	0	0	1	1	3	2
Phvul.001G022000.1	120	79	64	57	88	188	96	132	82	155	178	28	129	141	109	97	91	246	151	232	111	117	89	140
Phvul.001G022100.1	2	1	0	0	6	0	0	0	1	3	3	1	0	0	0	0	0	0	0	3	2	1	0	2
Phvul.001G022200.1	2	0	1	0	0	2	2	4	2	1	1	0	3	0	3	3	1	4	3	4	2	1	2	1
Phvul.001G022200.2	3	0	1	0	0	2	3	4	2	1	1	1	4	0	4	4	2	5	4	4	2	1	2	2
Phvul.001G022300.1	12	5	15	7	10	25	23	34	9	13	15	4	31	28	43	43	38	8	9	8	19	12	81	37
Phvul.001G022300.2	12	4	13	7	10	24	22	33	8	12	14	4	29	27	39	40	37	7	8	8	18	11	78	35
Phvul.001G022400.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G022500.1	9	3	5	5	9	11	7	11	3	8	10	3	11	9	7	10	9	12	11	13	14	9	6	9
Phvul.001G022600.1	2	1	1	1	2	1	3	6	2	2	2	1	3	2	3	4	2	2	1	2	4	1	2	2
Phvul.001G022700.1	25	2	5	3	2	4	1	1	1	1	11	8	20	14	10	6	35	19	14	70	44	7	7	10
Phvul.001G022800.1	1	1	1	0	0	1	1	1	3	3	1	1	6	6	3	5	1	5	5	11	1	1	2	11
Phvul.001G022900.1	2	0	0	0	0	2	0	0	1	1	3	1	5	3	1	1	5	1	1	4	7	0	1	3
Phvul.001G023000.1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	1	2	1	1	1	3	2	1	2
Phvul.001G023100.1	11	6	7	4	11	11	8	8	4	8	10	3	13	11	11	12	14	14	9	12	13	9	12	10
Phvul.001G023200.1	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	1	3	3	1	0	1
Phvul.001G023200.2	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	1	3	3	1	0	1
Phvul.001G023300.1	11	11	19	10	26	30	14	26	6	12	4	3	23	25	27	32	22	10	7	8	28	16	35	22
Phvul.001G023400.1	7	2	19	5	12	36	21	24	8	15	12	3	14	28	17	23	19	8	7	12	26	16	15	18
Phvul.001G023500.1	129	41	86	69	87	234	56	93	75	99	148	83	227	177	144	121	232	200	101	220	221	135	62	158
Phvul.001G023600.1	7	4	7	1	1	1	0	1	2	1	12	17	4	3	0	1	0	0	0	0	12	1	0	41
Phvul.001G023700.1	4	1	3	2	8	6	9	54	13	41	5	1	17	34	45	28	22	1	0	1	4	5	39	28
Phvul.001G023800.1	7	11	11	11	5	6	3	4	3	3	8	4	5	5	4	5	6	4	2	6	10	15	4	7
Phvul.001G023800.2	10	15	15	15	7	8	4	6	4	5	11	6	6	6	5	6	9	6	3	9	14	20	5	9
Phvul.001G023900.1	13	22	22	31	19	10	4	6	4	15	21	5	5	10	5	6	6	9	7	15	20	34	5	17
Phvul.001G024000.1	0	0	1	0	3	1	1	4	1	1	1	0	3	2	3	4	3	1	1	2	1	0	3	1
Phvul.001G024100.1	12	8	19	10	15	18	16	29	5	8	15	5	21	20	29	33	31	13	10	10	26	24	27	25
Phvul.001G024200.1	16	3	11	5	1	3	3	2	6	2	32	8	11	7	9	7	23	4	3	7	11	9	7	12
Phvul.001G024300.1	3	4	3	1	2	3	3	2	3	5	5	1	6	4	3	3	3	7	4	5	2	3	3	2
Phvul.001G024400.1	1	3	0	1	1	4	1	7	0	0	0	0	7	6	3	5	0	0	0	0	1	1	0	4
Phvul.001G024500.1	301	195	340	132	738	335	159	1204	165	336	246	54	570	500	403	433	328	75	75	159	267	286	384	273
Phvul.001G024600.1	17	13	19	7	27	29	20	33	14	25	22	4	28	29	31	28	34	24	20	28	30	27	33	33
Phvul.001G024700.1	26	9	25	11	35	28	18	48	18	39	40	6	38	37	27	32	33	18	14	33	49	26	29	29
Phvul.001G024800.1	8	3	6	2	8	13	6	9	3	5	6	3	10	6	7	10	14	10	5	15	14	8	7	7
Phvul.001G024900.1	8	5	7	4	1	6	0	1	0	1	8	5	14	11	4	3	8	11	9	9	20	11	4	15
Phvul.001G025000.1	135	143	576	173	10	1040	150	141	60	64	581	48	188	318	267	227	686	259	285	111	301	236	246	91
Phvul.001G025100.1	14	5	26	12	4	6	5	21	22	53	32	2	10	21	19	27	5	11	10	17	27	37	11	94
Phvul.001G025200.1	45	3	56	59	180	139	84	331	15	87	50	5	46	147	94	180	112	93	121	43	137	135	144	181
Phvul.001G025300.1	0	0	2	0	1	4	0	1	0	0	0	0	2	1	2	2	3	3	5	1	0	0	7	1
Phvul.001G025400.1	26	4	12	9	4	92	13	12	9	15	29	8	37	42	30	14	76	31	19	58	61	24	26	23
Phvul.001G025500.1	2	1	2	0	0	27	13	14	1	1	2	0	5	6	5	7	3	1	0	1	18	5	2	10
Phvul.001G025600.1	6	1	6	3	4	12	2	4	1	2	4	2	6	5	5	4	11	6	3	11	15	7	3	7
Phvul.001G025700.1	5	2	6	2	6	4	3	6	2	3	6	1	4	3	5	6	5	4	3	6	9	5	4	4
Phvul.001G025800.1	15	9	73	5	2	0	0	0	0	0	102	8	0	1	13	0	1	293	340	178	28	20	0	12
Phvul.001G025900.1	15	7	12	6	3	19	5	7	6	11	14	3	15	15	7	6	23	24	22	41	28	11	11	8
Phvul.001G026000.1	8	7	50	21	40	37	15	53	8	14	12	2	9	21	35	63	18	7	5	8	28	39	27	30
Phvul.001G026100.1	22	7	13	20	33	13	3	13	454	1722	96	1	33	55	19	19	6	20	19	19	14	18	29	36
Phvul.001G026200.1	4	1	8	2	1	14	22	37	16	20	12	1	18	25	13	14	29	2	3	4	23	22	77	48
Phvul.001G026300.1	10	5	9	5	14	11	11	23	8	13	10	3	13	9	13	15	13	9	7	14	17	8	14	11
Phvul.001G026300.2	10	5	9	5	14	11	11	24	8	13	10	3	13	9	13	15	13	9	7	14	17	8	14	11
Phvul.001G026400.1	20	27	22	13	3	0	0	0	0	0	5	3	0	0	2	0	1	94	51	36	30	24	0	1
Phvul.001G026400.2	19	27	22	13	2	0	0	0	0	0	5	3	0	0	2	0	1	93	51	33	29	23	0	1
Phvul.001G026500.1	3	1	7	1	1	0	0	0	0	1	2	0	0	0	1	0	1	42	20	6	15	16	1	2
Phvul.001G026600.1	6	1	7	3	5	7	7	15	2	2	5	1	4	4	7	11	7	4	4	8	11	8	8	8
Phvul.001G026700.1	6	2	416	93	512	199	104	820	23	146	37	1	39	596	284	566	122	4	2	4	136	204	221	335
Phvul.001G026800.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G026900.1	3	1	2	2	5	4	3	9	3	5	3	1	4	3	4	5	3	3	3	4	6	3	4	4
Phvul.001G027000.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Phvul.001G027100.1	3	0	1	0	2	1	0	5	1	2	3	1	2	2	1	2	1	1	2	3	2	1	2	3
Phvul.001G027200.1	3	1	3	2	4	12	3	5	1	2	2	1	6	3	4	5	12	3	2	6	11	6	5	5
Phvul.001G027300.1	44	25	29	15	35	18	13	44	22	77	26	4	57	38	24	27	40	16	16	11	40	27	24	42
Phvul.001G027400.1	230	30	90	44	90	23	16	134	94	357	411	44	53	64	44	61	26	59	65	331	202	114	17	77
Phvul.001G027500.1	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1
Phvul.001G027600.1	12	37	16	24	22	14	11	11	9	16	16	4	15	10	8	10	9	9	6	13	10	13	11	12
Phvul.001G027700.1	3	3	6	1	1	1	0	3	3	4	4	2	5	2	3	3	1	0	0	2	2	3	1	5
Phvul.001G027700.2	3	3	6	1	1	1	0	3	3	4	4	2	5	2	3	3	1	0	0	2	2	3	1	5
Phvul.001G027800.1	38	24	34	19	73	26	85	116	24	85	62	5	65	60	68	86	32	45	33	45	39	38	57	55
Phvul.001G027900.1	0	3	2	1	6	1	2	8	1	2	2	0	7	2	4	7	1	1	1	1	2	1	2	2
Phvul.001G028000.1	13	10	14	18	30	25	13	22	23	17	22	11	20	27	18	20	32	8	5	14	46	12	16	24
Phvul.001G028100.1	0	0	0	0	0	1	0	2	0	0	0	0	7	5	5	6	3	0	0	0	0	0	5	0
Phvul.001G028200.1	12	6	17	5	3	36	9	4	13	18	57	5	60	88	51	36	65	9	4	21	25	29	67	85
Phvul.001G028200.2	11	6	17	5	3	36	9	4	13	18	57	5	60	88	51	36	65	9	4	21	25	29	67	85
Phvul.001G028300.1	18	6	11	6	17	13	15	15	11	25	25	4	21	22	12	14	19	14	14	19	21	13	20	16
Phvul.001G028400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G028500.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	86	115	1	1	1	0	0
Phvul.001G028600.1	8	3	5	2	7	40	66	16	3	5	9	2	7	7	11	12	5	29	17	8	18	8	4	8
Phvul.001G028700.1	0	0	0	0	0	0	8	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Phvul.001G028800.1	14	9	9	4	2	34	25	8	2	3	10	4	2	3	8	11	0	1	0	7	9	5	1	2
Phvul.001G028900.1	12	3	18	7	13	22	8	15	7	11	12	7	22	15	15	15	25	21	10	18	29	16	10	17
Phvul.001G029000.1	9	3	3	2	6	12	7	10	3	8	16	4	7	7	5	8	10	8	5	16	18	5	5	12
Phvul.001G029000.2	11	3	3	2	7	14	8	12	4	10	18	4	8	8	6	10	12	10	6	18	21	6	6	14
Phvul.001G029100.1	39	5	46	12	11	227	299	92	15	153	79	6	76	187	41	27	1650	7	16	22	384	47	2475	708
Phvul.001G029200.1	5	7	6	4	7	1	2	2	1	7	0	1	0	0	2	1	0	2	0	19	5	5	4	29
Phvul.001G029300.1	6	1	2	2	1	18	13	10	3	4	20	2	12	16	10	10	4	4	3	16	8	2	8	17
Phvul.001G029400.1	7	1	3	2	2	33	22	8	2	3	10	3	9	8	8	9	10	5	3	12	12	3	7	9
Phvul.001G029400.2	7	1	2	1	2	30	21	8	2	3	10	3	9	7	8	8	9	4	3	12	12	3	6	8
Phvul.001G029500.1	0	0	0	0	0	0	0	0	0	5	2	0	1	0	1	0	2	0	0	1	0	0	0	0
Phvul.001G029600.1	5	0	1	0	0	9	0	0	1	1	4	3	5	4	4	3	11	2	1	7	10	3	5	5
Phvul.001G029700.1	0	2	1	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
Phvul.001G029800.1	27	8	17	14	27	21	22	44	17	29	34	9	26	13	33	39	41	27	14	37	56	27	27	36
Phvul.001G029800.2	30	9	19	15	30	23	24	49	19	32	37	10	29	14	37	43	45	30	15	41	63	30	30	40
Phvul.001G029900.1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
Phvul.001G030000.1	31	19	32	23	48	66	24	40	14	25	38	10	65	56	45	40	77	42	29	47	56	37	52	43
Phvul.001G030100.1	2	44	14	53	17	1	0	2	9	2	6	6	0	4	0	1	0	1	0	2	20	2	0	5
Phvul.001G030200.1	7	4	6	4	12	12	6	13	5	9	7	3	11	8	9	9	9	10	7	10	11	7	8	9
Phvul.001G030300.1	47	25	38	21	57	101	45	61	28	40	60	16	85	81	76	65	91	75	58	86	62	48	63	63
Phvul.001G030400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G030500.1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G030600.1	34	247	133	188	33	28	7	8	7	12	39	17	10	12	10	9	22	14	9	18	51	257	7	23
Phvul.001G030700.1	56	19	30	24	55	83	50	85	26	62	58	20	75	67	71	77	78	67	38	91	99	57	46	66
Phvul.001G030800.1	1	2	2	1	31	5	5	50	0	12	0	0	18	28	28	53	0	0	0	0	1	1	5	7
Phvul.001G030900.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Phvul.001G031000.1	26	5	11	4	6	10	3	7	0	1	2	8	27	20	22	9	111	52	56	6	128	44	37	6
Phvul.001G031100.1	18	88	64	61	49	13	11	18	11	29	23	6	20	14	20	18	14	17	10	12	29	75	10	17
Phvul.001G031200.1	4	0	1	0	0	16	2	3	0	0	0	2	3	2	2	5	0	3	2	3	59	5	1	10
Phvul.001G031300.1	21	8	16	7	5	29	8	18	16	14	32	12	64	45	49	53	68	12	7	25	48	19	30	53
Phvul.001G031400.1	3	7	5	7	8	61	6	13	0	0	0	5	24	56	40	60	0	0	0	0	19	15	31	0
Phvul.001G031500.1	5	1	1	1	2	10	1	4	1	2	3	2	5	5	3	3	13	7	3	11	18	4	7	5
Phvul.001G031600.1	49	41	70	27	14	106	289	78	18	11	93	12	112	74	81	70	120	19	15	41	76	82	244	61
Phvul.001G031700.1	13	6	7	3	12	12	25	35	9	17	12	3	23	14	17	19	14	21	12	18	11	6	22	13
Phvul.001G031700.2	15	7	8	3	14	13	28	40	10	19	13	3	25	15	19	22	15	24	13	20	12	6	24	14
Phvul.001G031800.1	16	11	24	12	9	26	13	11	8	11	35	9	39	33	30	24	47	18	18	17	25	22	31	25
Phvul.001G031900.1	6	8	6	12	8	7	4	12	3	7	6	1	10	12	22	17	14	1	1	2	4	5	32	11
Phvul.001G031900.2	7	9	6	12	8	7	4	13	3	7	6	1	11	12	22	18	14	1	1	2	5	5	32	11
Phvul.001G032000.1	9	8	13	9	11	12	5	4	4	7	11	3	9	8	6	5	20	8	4	8	14	21	9	9
Phvul.001G032100.1	1	1	3	1	4	5	2	7	0	0	0	1	6	6	5	4	11	0	0	0	4	4	9	0
Phvul.001G032200.1	4	0	0	0	0	1	1	2	0	0	0	0	3	2	2	6	0	1	1	0	16	0	1	48
Phvul.001G032200.2	4	0	0	0	0	1	1	2	0	0	0	0	3	2	2	6	0	1	1	0	16	0	1	48
Phvul.001G032300.1	3	3	3	3	3	4	2	3	2	4	4	1	18	19	11	12	4	5	5	3	5	4	14	21
Phvul.001G032300.2	3	3	3	3	3	4	2	3	2	4	4	1	18	19	11	12	4	5	5	4	5	4	14	21
Phvul.001G032400.1	1	1	3	2	4	3	1	4	1	3	3	1	7	7	7	12	3	2	2	3	3	3	7	8
Phvul.001G032500.1	2	1	2	2	3	1	1	3	1	1	1	0	1	1	2	1	2	1	1	1	3	3	1	2
Phvul.001G032600.1	1	0	6	1	0	7	2	1	0	0	1	0	5	8	15	5	21	2	2	8	10	12	34	6
Phvul.001G032700.1	19	11	20	9	14	29	27	25	16	23	30	9	36	32	30	32	38	23	17	29	29	17	41	33
Phvul.001G032800.1	27	10	14	8	18	43	31	47	17	33	33	7	38	31	30	32	31	34	28	45	36	19	24	33
Phvul.001G032900.1	8	3	9	3	10	12	14	39	10	20	13	3	17	11	14	16	13	9	8	9	15	14	18	13
Phvul.001G032900.2	8	3	9	3	9	11	12	35	10	19	12	3	15	10	13	15	12	8	8	9	14	12	16	12
