TaxonID	3847	
BARC-021321-04035	Phytoph 13-2	Phytoph
BARC-021477-04128	Seed yield 31-2	Seed yield
BARC-021483-04130	Soybean mosaic virus 1-15	Soybean mosaic virus
BARC-021573-04148	Canopy wilt 3-5	Canopy wilt
BARC-021573-04148	SCN 43-4	SCN
BARC-021625-04157	Soybean mosaic virus 1-1	Soybean mosaic virus
BARC-021735-04194	First flower 26-2	First flower
BARC-021845-04222	Acid detergent fiber, R6 1-2	Acid detergent fiber, R6
BARC-021887-04232	Seed oil 39-11	Seed oil
BARC-021887-04232	Seed protein 37-9	Seed protein
BARC-021991-04246	Plant height 33-7	Plant height
BARC-021991-04246	Plant height 34-7	Plant height
BARC-021991-04246	Pod maturity 27-4	Pod maturity
BARC-021991-04246	Pod maturity 29-4	Pod maturity
BARC-022175-04293	Leaflet area 9-5	Leaflet area
BARC-022387-04319	Seed isoflavone 3-3	Seed isoflavone
BARC-023593-05477	Seed yield 31-11	Seed yield
BARC-024045-04714	Neutral detergent fiber, R6 1-5	Neutral detergent fiber, R6
BARC-024251-04812	Pod maturity 27-8	Pod maturity
BARC-024251-04812	Pod maturity 29-8	Pod maturity
BARC-024345-04854	Canopy wilt 4-3	Canopy wilt
BARC-024345-04854	Canopy wilt 5-3	Canopy wilt
BARC-024345-04854	Seed daidzein 10-4	Seed daidzein
BARC-024449- 04894	mqCanopy wilt-006	Canopy wilt
BARC-024449-04894	Canopy wilt 3-3	Canopy wilt
BARC-024449-04894	Canopy wilt 4-6	Canopy wilt
BARC-024569-04982	Leaflet weight, specific 2-6	Leaflet weight, specific
BARC-025493-06513	cqSeed protein-008	Seed protein
BARC-025705-05001	First flower 26-5	First flower
BARC-025777-05064	Leaflet weight, specific 2-8	Leaflet weight, specific
BARC-025815-05092	Soybean mosaic virus 1-18	Soybean mosaic virus
BARC-025825-05102	SCN 44-5	SCN
BARC-025927-05161	Seed protein 39-3	Seed protein
BARC-026069- 05243	mqCanopy wilt-025	Canopy wilt
BARC-026069-05243	Leaflet area 9-9	Leaflet area
BARC-027478-06590	Seed weight 52-2	Seed weight
BARC-027542-06604	Soybean mosaic virus 1-19	Soybean mosaic virus
BARC-027786-06670	Seed protein 39-2	Seed protein
BARC-027846-06691	SDS 13-14	SDS
BARC-028289-05814	mqCanopy wilt-020	Canopy wilt
BARC-028321-05831	Seed yield 27-1	Seed yield
BARC-028321-05831	Seed yield 30-1	Seed yield
BARC-028373-05856	cqSeed oil-014	Seed oil
BARC-028539-05944	Seed linolenic 12-10	Seed linolenic
BARC-028567-05954	Nodule size 1-6	Nodule size
BARC-028607-05972	Crude protein, R6 1-5	Crude protein, R6
BARC-028607-05972	SCN 44-6	SCN
BARC-028645-05979	cqSeed protein-010	Seed protein
BARC-028907-06042	Leaflet weight, specific 2-7	Leaflet weight, specific
BARC-028907-06042	Seed linolenic 12-4	Seed linolenic
BARC-029051-06057	Canopy wilt 5-4	Canopy wilt
BARC-029055-06058	Seed linolenic 12-12	Seed linolenic
BARC-029301-06148	Nodule number 2-10	Nodule number
BARC-029369-06162	SCN 43-1	SCN
BARC-029369-06162	SCN 43-3	SCN
BARC-029369-06162	SCN 43-5	SCN
BARC-029369-06162	SCN 43-7	SCN
BARC-029431-06192	Seed weight 52-2	Seed weight
BARC-029787-06340	Seed oil 39-1	Seed oil
BARC-029825-06442	cqSeed protein-006	Seed protein
BARC-029825-06442	cqSeed protein-009	Seed protein
BARC-029827-06444	Leaf Damage, ozone, 3rd-5th trifoliate leaves 1-2	Leaf Damage, ozone, 3rd-5th trifoliate leaves
BARC-029827-06444	Leaf Damage, ozone, 5th trifoliate leaf 1-1	Leaf Damage, ozone, 5th trifoliate leaf
BARC-029859-06448	mqCanopy wilt-015	Canopy wilt
BARC-029943-06758	Leaf Damage, ozone, 5th trifoliate leaf 1-2	Leaf Damage, ozone, 5th trifoliate leaf
BARC-029943-06758	Leaf Damage, ozone, 6th trifoliate leaf 1-2	Leaf Damage, ozone, 6th trifoliate leaf
BARC-029975-06765	Acid detergent fiber, R6 1-1	Acid detergent fiber, R6
BARC-029975-06765	Crude fat, R6 1-1	Crude fat, R6
BARC-029975-06765	Crude fat, R6 1-3	Crude fat, R6
BARC-029975-06765	Crude protein, R6 1-1	Crude protein, R6
BARC-029975-06765	Crude protein, R6 1-6	Crude protein, R6
BARC-029975-06765	Neutral detergent fiber, R6 1-8	Neutral detergent fiber, R6
BARC-030101-06809	Crude protein, R6 1-7	Crude protein, R6
BARC-030145-06814	Leaflet area 9-8	Leaflet area
BARC-030433-06867	SCN 44-1	SCN
BARC-030433-06867	SCN 44-13	SCN
BARC-030433-06867	SCN 44-9	SCN
BARC-030493-06880	Foxglove aphid, primary damage, choice 1-7	Foxglove aphid, primary damage, choice
BARC-030493-06880	Foxglove aphid, total damage, choice 1-3	Foxglove aphid, total damage, choice
BARC-030765-06943	Plant height 33-4	Plant height
BARC-030765-06943	Plant height 34-4	Plant height
BARC-030765-06943	Seed yield 27-2	Seed yield
BARC-030765-06943	Seed yield 30-2	Seed yield
BARC-030863-06956	Seed linolenic 12-8	Seed linolenic
BARC-031099-06997	First flower 26-16	First flower
BARC-031281-07037	Canopy wilt 3-7	Canopy wilt
BARC-031337-07051	Foxglove aphid, primary damage, choice 1-2	Foxglove aphid, primary damage, choice
BARC-031375-07086	Seed glycitein 9-3	Seed glycitein
BARC-031701-07215	SDS 13-13	SDS
BARC-031917-07226	Leaflet shape 10-5	Leaflet shape
BARC-031967-07233	Seed Met 4-2	Seed Met
BARC-031967-07233	Seed Thr 3-2	Seed Thr
BARC-032333-08951	Seed linolenic 12-8	Seed linolenic
BARC-032333-08951	Seed protein 37-1	Seed protein
BARC-032411-08968	Nodule number 2-3	Nodule number
BARC-032525-08992	Canopy wilt 3-11	Canopy wilt
BARC-032525-08992	mqCanopy wilt-001	Canopy wilt
BARC-032525-08992	mqCanopy wilt-017	Canopy wilt
BARC-032817-09052	Canopy wilt 4-4	Canopy wilt
BARC-032817-09052	mqCanopy wilt-010	Canopy wilt
BARC-035219-07139	Seed Thr 3-1	Seed Thr
BARC-035379-07181	Crude protein, R6 1-4	Crude protein, R6
BARC-035383-07190	Canopy wilt 3-13	Canopy wilt
BARC-035383-07190	Canopy wilt 3-3	Canopy wilt
BARC-035383-07190	mqCanopy wilt-026	Canopy wilt
BARC-037195-06738	Foxglove aphid, primary damage, choice 1-5	Foxglove aphid, primary damage, choice
BARC-037223-06748	Leaflet shape 10-1	Leaflet shape
BARC-038355-10050	Acid detergent fiber, R6 1-2	Acid detergent fiber, R6
BARC-038355-10050	Neutral detergent fiber, R6 1-2	Neutral detergent fiber, R6
BARC-038355-10050	Plant height 38-2	Plant height
BARC-038359-10052	Lodging 28-1	Lodging
BARC-038377-10061	SCN 44-10	SCN
BARC-038869-07364	Seed Cys 5-1	Seed Cys
BARC-038869-07364	Seed Met plus Cys 3-1	Seed Met plus Cys
BARC-038869-07364	Seed nickel 1-2	Seed nickel
BARC-038883-07384	cqSeed weight-010	Seed weight
BARC-038909-07393	Soybean mosaic virus 1-9	Soybean mosaic virus
BARC-038977-07417	cqSeed oil-013	Seed oil
BARC-039151-07458	Canopy wilt 4-2	Canopy wilt
BARC-039151-07458	Canopy wilt 5-2	Canopy wilt
BARC-039151-07458	Seed Thr 3-3	Seed Thr
BARC-039237-07479	Canopy wilt 4-5	Canopy wilt
BARC-039383-07310	Foxglove aphid, primary damage, choice 1-3	Foxglove aphid, primary damage, choice
BARC-039383-07310	Foxglove aphid, primary damage, no choice 1-1	Foxglove aphid, primary damage, no choice
BARC-039383-07310	Foxglove aphid, primary damage, no choice 1-2	Foxglove aphid, primary damage, no choice
BARC-039383-07310	Foxglove aphid, total damage, choice 1-1	Foxglove aphid, total damage, choice
BARC-039383-07310	Foxglove aphid, total damage, no choice 1-1	Foxglove aphid, total damage, no choice
BARC-039397-07314	Phytoph 15-5	Phytoph
BARC-039403-07492	Neutral detergent fiber, R6 1-4	Neutral detergent fiber, R6
BARC-039403-07492	Seed linolenic 12-9	Seed linolenic
BARC-039687-07541	cqSeed oil-007	Seed oil
BARC-039687-07541	cqSeed oil-010	Seed oil
BARC-039753-07565	Seed Cys 5-1	Seed Cys
BARC-039753-07565	Seed Met plus Cys 3-1	Seed Met plus Cys
BARC-039753-07565	Seed nickel 1-2	Seed nickel
BARC-039805-07589	Leaf Damage, ozone, 6th trifoliate leaf 1-1	Leaf Damage, ozone, 6th trifoliate leaf
BARC-039915-07604	Lodging 28-1	Lodging
BARC-039977-07624	Crude protein, R6 1-7	Crude protein, R6
BARC-039977-07624	Phytoph 15-2	Phytoph
BARC-039977-07624	Soybean mosaic virus 1-16	Soybean mosaic virus
BARC-040185-07678	SCN 44-14	SCN
BARC-040201-07680	SDS 13-1	SDS
BARC-040213-07685	First flower 26-12	First flower
BARC-040339-07715	cqSeed protein-013	Seed protein
BARC-040429-07735	Foxglove aphid, primary damage, choice 1-6	Foxglove aphid, primary damage, choice
BARC-040475-07751	First flower 26-14	First flower
BARC-040475-07751	Leaflet area 9-3	Leaflet area
BARC-040475-07751	Seed daidzein 5-2	Seed daidzein
BARC-04077-07848	Seed weight 38-2	Seed weight
BARC-040777-07848	Seed Cys 3-3	Seed Cys
BARC-040777-07848	Seed Met 3-3	Seed Met
BARC-040777-07848	Seed oil 39-4	Seed oil
BARC-041129-07912	Seed yield 31-8	Seed yield
BARC-041155-07919	SCN 44-12	SCN
BARC-041155-07919	SCN 44-8	SCN
BARC-041167- 07925	mqCanopy wilt-009	Canopy wilt
BARC-041257-07953	cqSeed oil-008	Seed oil
BARC-041257-07953	cqSeed oil-012	Seed oil
BARC-041257-07953	cqSeed oil-015	Seed oil
BARC-041257-07953	cqSeed protein-011	Seed protein
BARC-041257-07953	cqSeed protein-014	Seed protein
BARC-041267-07957	Soybean mosaic virus 1-14	Soybean mosaic virus
BARC-041421-07980	Plant height 33-5	Plant height
BARC-041421-07980	Plant height 34-5	Plant height
BARC-041421-07980	Pod maturity 27-2	Pod maturity
BARC-041421-07980	Pod maturity 29-2	Pod maturity
BARC-041563-08036	Plant height 38-6	Plant height
BARC-041643-08051	Lodging 28-5	Lodging
BARC-041667-08063	Crude protein, R6 1-2	Crude protein, R6
BARC-041671-08065	Soybean mosaic virus 1-11	Soybean mosaic virus
BARC-042003-08158	Seed genistein 10-7	Seed genistein
BARC-042131-08181	SCN 44-1	SCN
BARC-042131-08181	SCN 44-13	SCN
BARC-042131-08181	SCN 44-9	SCN
BARC-042161-08193	Leaflet shape 10-3	Leaflet shape
BARC-042201-08212	SCN 43-1	SCN
BARC-042201-08212	SCN 43-3	SCN
BARC-042201-08212	SCN 43-5	SCN
BARC-042201-08212	SCN 43-7	SCN
BARC-042299-08241	Crude protein, R6 1-4	Crude protein, R6
BARC-042349-08247	cqSeed oil-007	Seed oil
BARC-042349-08247	cqSeed oil-010	Seed oil
BARC-042449-08268	Seed Met 4-2	Seed Met
BARC-042449-08268	Seed Thr 3-2	Seed Thr
BARC-042473-08271	Canopy wilt 5-1	Canopy wilt
BARC-042473-08271	Pod maturity 35-1	Pod maturity
BARC-042629-08331	Fusarium lesion length 1-3	Fusarium lesion length
BARC-042665-08342	Neutral detergent fiber, R6 1-3	Neutral detergent fiber, R6
BARC-042665-08342	Neutral detergent fiber, R6 1-7	Neutral detergent fiber, R6
BARC-042685-08348	SCN 44-17	SCN
BARC-042685-08348	SCN 44-2	SCN
BARC-042815-08424	Foxglove aphid, primary damage, choice 1-3	Foxglove aphid, primary damage, choice
BARC-042815-08424	Foxglove aphid, primary damage, choice 1-4	Foxglove aphid, primary damage, choice
BARC-042815-08424	Foxglove aphid, primary damage, no choice 1-1	Foxglove aphid, primary damage, no choice
BARC-042815-08424	Foxglove aphid, primary damage, no choice 1-2	Foxglove aphid, primary damage, no choice
BARC-042815-08424	Foxglove aphid, total damage, choice 1-1	Foxglove aphid, total damage, choice
BARC-042815-08424	Foxglove aphid, total damage, choice 1-2	Foxglove aphid, total damage, choice
BARC-042815-08424	Foxglove aphid, total damage, no choice 1-1	Foxglove aphid, total damage, no choice
BARC-042815-08424	Foxglove aphid, total damage, no choice 1-2	Foxglove aphid, total damage, no choice
BARC-042815-08424	Seed nickel 1-1	Seed nickel
BARC-042837-08435	Seed linolenic 12-2	Seed linolenic
BARC-042897-08454	Seed Cys 5-2	Seed Cys
BARC-042897-08454	Seed Met plus Cys 3-2	Seed Met plus Cys
BARC-043247-08565	Seed Cys 4-1	Seed Cys
BARC-043247-08565	Seed Met 4-3	Seed Met
BARC-043247-08565	Seed Met plus Cys 2-1	Seed Met plus Cys
BARC-044133-08626	Leaf Damage, ozone, 5th trifoliate leaf 1-3	Leaf Damage, ozone, 5th trifoliate leaf
BARC-044147-08639	mqCanopy wilt-019	Canopy wilt
BARC-044361-08677	Leaflet area 9-10	Leaflet area
BARC-044361-08677	SCN 43-6	SCN
BARC-044361-08677	SCN 43-8	SCN
BARC-044361-08677	SCN 44-17	SCN
BARC-044373-08692	Plant height 38-3	Plant height
BARC-044415-08701	Lodging 28-2	Lodging
BARC-044521-08714	Canopy wilt 3-9	Canopy wilt
BARC-044521-08714	Seed protein 37-3	Seed protein
BARC-044549-08718	Seed weight 52-7	Seed weight
BARC-044639-08743	cqSeed oil-006	Seed oil
BARC-044639-08743	cqSeed oil-009	Seed oil
BARC-044639-08743	cqSeed protein-005	Seed protein
BARC-044643-08744	Foxglove aphid, primary damage, choice 1-1	Foxglove aphid, primary damage, choice
BARC-044691-08761	Lodging 28-3	Lodging
BARC-044691-08761	SCN 44-5	SCN
BARC-044747-08795	cqSeed oil-011	Seed oil
BARC-044913-08839	Acid detergent fiber, R6 1-1	Acid detergent fiber, R6
BARC-044913-08839	Crude fat, R6 1-1	Crude fat, R6
BARC-044913-08839	Crude fat, R6 1-3	Crude fat, R6
BARC-044913-08839	Crude protein, R6 1-6	Crude protein, R6
BARC-044913-08839	Neutral detergent fiber, R6 1-8	Neutral detergent fiber, R6
BARC-045029-08866	SCN 44-17	SCN
BARC-045029-08866	SCN 44-2	SCN
BARC-045199-08906	Canopy wilt 3-2	Canopy wilt
BARC-045235-08913	Plant height 38-2	Plant height
BARC-045297-08928	cqSeed weight-006	Seed weight
BARC-046124-10284	Seed weight 52-3	Seed weight
BARC-046144-10286	Seed weight 52-6	Seed weight
BARC-046420-12581	Seed weight 52-9	Seed weight
BARC-047496-12943	cqSeed weight-005	Seed weight
BARC-047496-12943	cqSeed weight-007	Seed weight
BARC-047496-12943	Phytoph 15-1	Phytoph
BARC-047665-10370	SCN 44-3	SCN
BARC-047715-10388	Nodule number 2-4	Nodule number
BARC-047715-10388	Nodule number 2-9	Nodule number
BARC-047813-10397	Pod maturity 35-3	Pod maturity
BARC-047893-10417	Neutral detergent fiber, R6 1-5	Neutral detergent fiber, R6
BARC-048095-10484	Foxglove aphid, primary damage, choice 1-5	Foxglove aphid, primary damage, choice
BARC-048217-10509	Seed Met 4-1	Seed Met
BARC-048271-10520	SCN 44-7	SCN
BARC-048277-10538	SCN 44-3	SCN
BARC-048517-10647	Seed nickel 1-1	Seed nickel
BARC-048543-10663	Nodule number 2-1	Nodule number
BARC-048801-10723	SCN 44-11	SCN
BARC-048801-10723	SCN 44-16	SCN
BARC-048801-10723	SCN 44-7	SCN
BARC-048855-10738	mqCanopy wilt-027	Canopy wilt
BARC-048955-10759	SCN 44-12	SCN
BARC-048955-10759	SCN 44-8	SCN
BARC-049091-10809	Seed linolenic 12-11	Seed linolenic
BARC-049209-10821	Canopy wilt 4-5	Canopy wilt
BARC-049601-09082	cqSeed protein-012	Seed protein
BARC-049989-09280	Foxglove aphid, primary damage, choice 1-7	Foxglove aphid, primary damage, choice
BARC-049989-09280	Foxglove aphid, primary damage, no choice 1-3	Foxglove aphid, primary damage, no choice
BARC-049989-09280	Foxglove aphid, total damage, choice 1-3	Foxglove aphid, total damage, choice
BARC-050003-09283	Neutral detergent fiber, R6 1-1	Neutral detergent fiber, R6
BARC-050003-09283	Seed linolenic 12-9	Seed linolenic
BARC-050013-09288	Seed oil 39-16	Seed oil
BARC-050013-09288	Seed yield 31-12	Seed yield
BARC-050069-09363	Leaflet area 9-7	Leaflet area
BARC-050069-09363	Pod maturity 35-1	Pod maturity
BARC-050091-09377	Seed linolenic 12-2	Seed linolenic
BARC-050455-09643	Leaflet weight, specific 2-9	Leaflet weight, specific
BARC-050619-09775	SCN 43-4	SCN
BARC-050661-09809	Canopy wilt 3-4	Canopy wilt
BARC-050677-09819	Leaflet area 9-1	Leaflet area
BARC-050677-09819	Leaflet shape 10-2	Leaflet shape
BARC-050815-09887	Canopy wilt 4-1	Canopy wilt
BARC-050849-09931	Root nodule weight, dry 2-8	Root nodule weight, dry
BARC-051035-10955	Nodule number 2-2	Nodule number
BARC-051153-11022	Seed weight 53-1	Seed weight
BARC-051885-11289	Leaflet shape 10-6	Leaflet shape
BARC-052043-11321	Leaflet area 9-2	Leaflet area
BARC-052957-11678	Foxglove aphid, primary damage, no choice 1-3	Foxglove aphid, primary damage, no choice
BARC-053261-11776	SCN 43-2	SCN
BARC-053261-11776	Seed Cys 3-1	Seed Cys
BARC-053261-11776	Seed Met 3-1	Seed Met
BARC-053313-11792	cqSeed protein-004	Seed protein
BARC-053313-11792	SCN 44-15	SCN
BARC-053443-11853	Seed linolenic 12-11	Seed linolenic
BARC-053497-11882	SCN 43-2	SCN
BARC-054023-12243	SCN 44-10	SCN
BARC-054071-12319	Phytoph 15-3	Phytoph
BARC-054149-12354	cqSeed oil-011	Seed oil
BARC-054257-12408	Seed linolenic 12-7	Seed linolenic
BARC-054331-12480	Root nodule weight, dry 2-9	Root nodule weight, dry
BARC-054347-12492	Crude protein, R6 1-2	Crude protein, R6
BARC-054349-12493	Canopy wilt 3-6	Canopy wilt
BARC-054393-12560	Seed Cys 3-4	Seed Cys
BARC-054393-12560	Seed Met 3-4	Seed Met
BARC-054393-12560	Seed oil 39-5	Seed oil
BARC-054471-12090	Seed weight 52-4	Seed weight
BARC-055131-13049	Seed weight 52-1	Seed weight
BARC-055149-13089	cqSeed protein-010	Seed protein
BARC-055229-13122	Neutral detergent fiber, R6 1-6	Neutral detergent fiber, R6
BARC-055265-13154	Seed Lys 3-1	Seed Lys
BARC-055315-13197	Leaflet shape 10-7	Leaflet shape
BARC-055315-13197	Neutral detergent fiber, R6 1-7	Neutral detergent fiber, R6
BARC-055345-13222	Leaflet weight, specific 2-3	Leaflet weight, specific
BARC-055345-13222	Seed weight 52-4	Seed weight
BARC-055349-13226	Pod maturity 35-2	Pod maturity
BARC-055557-13432	Seed cadmium 2-1	Seed cadmium
BARC-055637-13558	cqSeed oil-005	Seed oil
BARC-055731-13669	Pod maturity 35-2	Pod maturity
BARC-055801-13734	Neutral detergent fiber, R6 1-2	Neutral detergent fiber, R6
BARC-055801-13734	Neutral detergent fiber, R6 1-6	Neutral detergent fiber, R6
BARC-055839-13759	mqCanopy wilt-018	Canopy wilt
BARC-055857-13795	Seed weight 52-9	Seed weight
BARC-055889-13824	Seed Met 4-1	Seed Met
BARC-055939-13876	Plant height 38-4	Plant height
BARC-055945-13878	Leaflet weight, specific 2-4	Leaflet weight, specific
BARC-055975-13947	Canopy wilt 3-7	Canopy wilt
BARC-055975-13947	Seed weight 52-7	Seed weight
BARC-056107-14093	Seed linolenic 12-5	Seed linolenic
BARC-056215-14153	Seed yield 31-3	Seed yield
BARC-056271-14211	cqSeed weight-004	Seed weight
BARC-056323-14257	Canopy wilt 4-1	Canopy wilt
BARC-056481-14397	Seed weight 52-8	Seed weight
BARC-056587-14511	Seed protein 39-1	Seed protein
BARC-056635-14538	Leaf Damage, ozone, 3rd-5th trifoliate leaves 1-1	Leaf Damage, ozone, 3rd-5th trifoliate leaves
BARC-056635-14538	Leaf Damage, ozone, 4th trifoliate leaf 1-1	Leaf Damage, ozone, 4th trifoliate leaf
BARC-057049-14550	Seed oil 39-11	Seed oil
BARC-057049-14550	Seed protein 37-9	Seed protein
BARC-057129-14594	SCN 44-15	SCN
BARC-057469-14770	cqSeed weight-004	Seed weight
BARC-057823-14942	cqSeed oil-005	Seed oil
BARC-057845-14952	Phytoph 15-5	Phytoph
BARC-057955-15024	Leaflet area 9-4	Leaflet area
BARC-057969-15031	SCN 44-14	SCN
BARC-058481-15299	Nodule number 2-5	Nodule number
BARC-058493-15308	SCN 44-14	SCN
BARC-058671-17458	SCN 44-6	SCN
BARC-058675-17461	Crude protein, R6 1-5	Crude protein, R6
BARC-058675-17461	SCN 44-10	SCN
BARC-058675-17461	SCN 44-6	SCN
BARC-058841-15463	Canopy wilt 4-6	Canopy wilt
BARC-059265-15700	Seed yield 31-1	Seed yield
BARC-059287-15715	Crude fat, R6 1-2	Crude fat, R6
BARC-059485-15839	Seed cadmium 2-1	Seed cadmium
BARC-059657-15973	Root nodule weight, dry 2-5	Root nodule weight, dry
BARC-059773-16088	Canopy wilt 5-1	Canopy wilt
BARC-059851-16137	Canopy wilt 4-4	Canopy wilt
BARC-059851-16137	Canopy wilt 4-7	Canopy wilt
BARC-059863-16170	Leaflet weight, specific 2-5	Leaflet weight, specific
BARC-059867-16171	Crude fat, R6 1-2	Crude fat, R6
BARC-059937-16229	SCN 43-6	SCN
BARC-059937-16229	SCN 43-8	SCN
BARC-059985-16274	cqSeed oil-006	Seed oil
BARC-059985-16274	cqSeed oil-009	Seed oil
BARC-059985-16274	cqSeed protein-005	Seed protein
BARC-059985-16274	cqSeed protein-015	Seed protein
BARC-059997-16280	cqSeed oil-016	Seed oil
BARC-059997-16280	cqSeed protein-007	Seed protein
BARC-059997-16280	cqSeed weight-008	Seed weight
BARC-059997-16280	cqSeed weight-011	Seed weight
BARC-060031-16308	SCN 44-15	SCN
BARC-060037-16311	Phytoph 15-3	Phytoph
BARC-060051-16321	cqSeed oil-008	Seed oil
BARC-060051-16321	cqSeed oil-012	Seed oil
BARC-060051-16321	cqSeed oil-015	Seed oil
BARC-060051-16321	cqSeed protein-014	Seed protein
BARC-060295-16596	Leaf Damage, ozone, 5th trifoliate leaf 1-4	Leaf Damage, ozone, 5th trifoliate leaf
BARC-060361-16629	SCN 43-6	SCN
BARC-060361-16629	SCN 43-8	SCN
BARC-060361-16629	SCN 44-12	SCN
BARC-060361-16629	SCN 44-2	SCN
BARC-060361-16629	SCN 44-8	SCN
BARC-060587-16731	Nodule size 1-7	Nodule size
BARC-060587-16731	Root nodule weight, dry 2-6	Root nodule weight, dry
BARC-061333-17169	SCN 44-4	SCN
BARC-062429-17772	Canopy wilt 3-1	Canopy wilt
BARC-062429-17772	Leaflet weight, specific 2-2	Leaflet weight, specific
BARC-062515-17881	Lodging 28-4	Lodging
BARC-062515-17881	Plant height 38-1	Plant height
BARC-062675-18002	Plant height 38-7	Plant height
BARC-062759-18042	Foxglove aphid, primary damage, choice 1-1	Foxglove aphid, primary damage, choice
BARC-062771-18047	Nodule number 2-6	Nodule number
BARC-062899-18147	Nodule number 2-8	Nodule number
BARC-062955-18179	Seed weight 52-8	Seed weight
BARC-063195-18266	Seed linolenic 12-4	Seed linolenic
BARC-063283-18296	Nodule number 2-7	Nodule number
BARC-064115-18558	Foxglove aphid, primary damage, choice 1-2	Foxglove aphid, primary damage, choice
BARC-064293-18611	Root nodule weight, dry 2-7	Root nodule weight, dry
BARC-064441-18673	Phytoph 15-3	Phytoph
BARC-064609-18739	Canopy wilt 4-3	Canopy wilt
BARC-064695-18779	mqCanopy wilt-021	Canopy wilt
BARC-064861-18829	SCN 44-5	SCN
BARC-064861-18829	Seed protein 37-3	Seed protein
BARC-064941-19017	Seed weight 53-1	Seed weight
BARC-065571-19573	Seed weight 52-5	Seed weight
BARC-065591-19578	Canopy wilt 3-2	Canopy wilt
BARC-065687-19660	Seed linolenic 12-10	Seed linolenic
BARC-065695-19663	Neutral detergent fiber, R6 1-1	Neutral detergent fiber, R6
BARC-065705-19668	Seed linolenic 12-5	Seed linolenic
BARC-065769-19741	Canopy wilt 5-3	Canopy wilt
BARC-065769-19741	Canopy wilt 5-4	Canopy wilt
BARC-065787-19749	Canopy wilt 3-8	Canopy wilt
BARC-065787-19749	Seed weight 52-3	Seed weight
BARC-066103-17539	Seed Met 5-1	Seed Met
BARC-900461-00929	Root nodule weight, dry 2-4	Root nodule weight, dry
BARCSOYSSR_04_0343	Seed Cys 3-3	Seed Cys
BARCSOYSSR_04_0343	Seed Met 3-3	Seed Met
BARCSOYSSR_04_0343	Seed oil 39-4	Seed oil
BARCSOYSSR_04_0366	Seed Cys 3-2	Seed Cys
BARCSOYSSR_04_0366	Seed Met 3-2	Seed Met
BARCSOYSSR_04_0366	Seed oil 39-3	Seed oil
BARCSOYSSR_04_1400	Seed protein 37-2	Seed protein
BARCSOYSSR_09_1123	Seed protein 37-10	Seed protein
BARCSOYSSR_09_1171	Seed oil 39-13	Seed oil
BARCSOYSSR_09_1171	Seed protein 37-10	Seed protein
BARCSOYSSR_09_1171	Seed yield 31-10	Seed yield
BARCSOYSSR_10_1394	Seed oil 39-16	Seed oil
BARCSOYSSR_10_1395	Seed yield 31-12	Seed yield
