#ID	pathway	protein
6860229	mevalonate pathway	Phvul.006G092900.1
6860229	mevalonate pathway	Phvul.007G021200.1
6860229	mevalonate pathway	Phvul.003G087600.1
6860229	mevalonate pathway	Phvul.008G288400.1
6860229	mevalonate pathway	Phvul.003G213200.1
6860362	cyanate degradation	Phvul.006G202600.1
6860362	cyanate degradation	Phvul.007G151500.1
6860362	cyanate degradation	Phvul.011G081900.1
6860362	cyanate degradation	Phvul.007G275000.1
6860362	cyanate degradation	Phvul.007G151300.1
6860362	cyanate degradation	Phvul.005G133000.1
6860362	cyanate degradation	Phvul.007G152600.1
6860354	Oryzalexin S biosynthesis	Phvul.005G048500.1
6860281	momilactone biosynthesis	Phvul.001G193400.1
6860281	momilactone biosynthesis	Phvul.005G048500.1
6860281	momilactone biosynthesis	Phvul.005G031600.1
6860281	momilactone biosynthesis	Phvul.005G031500.1
6860307	IAA biosynthesis VI (via indole-3-acetamide)	Phvul.007G180900.1
6860251	pyridoxamine anabolism	Phvul.001G232200.1
6860382	Brassinosteroid signaling	Phvul.002G235400.1
6860382	Brassinosteroid signaling	Phvul.001G021300.1
6860382	Brassinosteroid signaling	Phvul.002G088400.1
6860382	Brassinosteroid signaling	Phvul.010G157700.1
6860382	Brassinosteroid signaling	Phvul.002G026800.1
6860382	Brassinosteroid signaling	Phvul.001G016100.1
6860382	Brassinosteroid signaling	Phvul.009G064300.1
6860382	Brassinosteroid signaling	Phvul.011G018600.1
6860382	Brassinosteroid signaling	Phvul.009G056400.1
6860382	Brassinosteroid signaling	Phvul.006G028500.1
6860382	Brassinosteroid signaling	Phvul.005G079400.1
6860382	Brassinosteroid signaling	Phvul.011G099600.1
6860382	Brassinosteroid signaling	Phvul.004G027700.1
6860382	Brassinosteroid signaling	Phvul.008G196800.1
6860382	Brassinosteroid signaling	Phvul.003G067500.1
6860382	Brassinosteroid signaling	Phvul.010G141300.1
6860382	Brassinosteroid signaling	Phvul.008G004300.1
6860382	Brassinosteroid signaling	Phvul.007G198900.1
6860382	Brassinosteroid signaling	Phvul.001G200300.1
6860382	Brassinosteroid signaling	Phvul.007G156200.1
6860382	Brassinosteroid signaling	Phvul.007G167400.1
6860382	Brassinosteroid signaling	Phvul.007G262200.1
6860382	Brassinosteroid signaling	Phvul.008G041800.1
6860382	Brassinosteroid signaling	Phvul.005G180100.1
6860382	Brassinosteroid signaling	Phvul.009G189200.1
6860382	Brassinosteroid signaling	Phvul.005G118700.1
6860382	Brassinosteroid signaling	Phvul.002G078800.1
6860382	Brassinosteroid signaling	Phvul.005G161000.1
6860382	Brassinosteroid signaling	Phvul.001G168700.1
6860382	Brassinosteroid signaling	Phvul.003G072600.1
6860382	Brassinosteroid signaling	Phvul.001G227000.1
6860353	maackiain biosynthesis	Phvul.011G044500.1
6860353	maackiain biosynthesis	Phvul.009G059000.1
6860353	maackiain biosynthesis	Phvul.011G044700.1
6860353	maackiain biosynthesis	Phvul.002G033200.1
6860374	Calvin cycle	Phvul.007G006600.1
6860374	Calvin cycle	Phvul.007G033800.1
6860374	Calvin cycle	Phvul.011G039100.1
6860374	Calvin cycle	Phvul.001G240200.1
6860374	Calvin cycle	Phvul.006G100600.1
6860374	Calvin cycle	Phvul.002G133100.1
6860374	Calvin cycle	Phvul.004G073400.1
6860374	Calvin cycle	Phvul.005G050800.1
6860374	Calvin cycle	Phvul.004G150100.1
6860374	Calvin cycle	Phvul.006G122300.1
6860374	Calvin cycle	Phvul.004G064800.1
6860374	Calvin cycle	Phvul.008G112000.1
6860374	Calvin cycle	Phvul.002G213400.1
6860374	Calvin cycle	Phvul.001G181000.1
6860374	Calvin cycle	Phvul.007G222900.1
6860374	Calvin cycle	Phvul.004G064900.1
6860374	Calvin cycle	Phvul.003G037400.1
6860374	Calvin cycle	Phvul.008G282000.1
6860374	Calvin cycle	Phvul.001G098100.1
6860374	Calvin cycle	Phvul.003G188800.1
6860374	Calvin cycle	Phvul.008G189200.1
6860315	spermine biosynthesis	Phvul.003G097900.1
6860315	spermine biosynthesis	Phvul.008G022100.1
6860315	spermine biosynthesis	Phvul.002G072200.1
6860315	spermine biosynthesis	Phvul.009G054800.1
6860315	spermine biosynthesis	Phvul.003G052600.1
6860315	spermine biosynthesis	Phvul.003G044200.1
6860309	proanthocyanidin biosynthesis from flavanols	Phvul.011G044500.1
6860309	proanthocyanidin biosynthesis from flavanols	Phvul.009G059000.1
6860309	proanthocyanidin biosynthesis from flavanols	Phvul.011G044700.1
6860309	proanthocyanidin biosynthesis from flavanols	Phvul.002G033200.1
6860210	IAA biosynthesis I	Phvul.004G118800.1
6860210	IAA biosynthesis I	Phvul.011G096700.1
6860210	IAA biosynthesis I	Phvul.002G059200.1
6860210	IAA biosynthesis I	Phvul.006G078900.1
6860210	IAA biosynthesis I	Phvul.006G079200.1
6860210	IAA biosynthesis I	Phvul.008G209900.1
6860210	IAA biosynthesis I	Phvul.006G002300.1
6860210	IAA biosynthesis I	Phvul.006G078800.1
6860210	IAA biosynthesis I	Phvul.003G040500.1
6860210	IAA biosynthesis I	Phvul.003G106200.1
6860210	IAA biosynthesis I	Phvul.009G172000.1
6860210	IAA biosynthesis I	Phvul.002G226700.1
6860210	IAA biosynthesis I	Phvul.010G076800.1
6860210	IAA biosynthesis I	Phvul.004G119300.1
6860210	IAA biosynthesis I	Phvul.007G056500.1
6860210	IAA biosynthesis I	Phvul.008G210000.1
6860210	IAA biosynthesis I	Phvul.003G203500.1
6860210	IAA biosynthesis I	Phvul.001G165600.1
6860210	IAA biosynthesis I	Phvul.008G095400.1
6860210	IAA biosynthesis I	Phvul.009G175300.1
6860210	IAA biosynthesis I	Phvul.004G119200.1
6860210	IAA biosynthesis I	Phvul.007G056200.1
6860210	IAA biosynthesis I	Phvul.009G172100.1
6860210	IAA biosynthesis I	Phvul.006G079100.1
6860210	IAA biosynthesis I	Phvul.004G118700.1
6860210	IAA biosynthesis I	Phvul.010G078000.1
6860210	IAA biosynthesis I	Phvul.007G056400.1
6860210	IAA biosynthesis I	Phvul.004G118900.1
6860372	monoterpene biosynthesis	Phvul.003G222300.1
6860372	monoterpene biosynthesis	Phvul.003G169900.1
6860372	monoterpene biosynthesis	Phvul.003G169800.1
6860372	monoterpene biosynthesis	Phvul.001G184500.1
6860372	monoterpene biosynthesis	Phvul.003G169700.1
6860372	monoterpene biosynthesis	Phvul.003G169600.1
6860372	monoterpene biosynthesis	Phvul.007G225300.1
6860341	ammonia assimilation cycle	Phvul.001G076400.1
6860341	ammonia assimilation cycle	Phvul.004G148300.1
6860341	ammonia assimilation cycle	Phvul.008G237500.1
6860341	ammonia assimilation cycle	Phvul.008G237400.1
6860341	ammonia assimilation cycle	Phvul.001G229500.1
6860245	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	Phvul.008G166000.1
6860245	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	Phvul.002G152700.1
6860304	putrescine biosynthesis II	Phvul.009G002500.1
6860304	putrescine biosynthesis II	Phvul.003G180900.1
6860304	putrescine biosynthesis II	Phvul.005G123100.1
6860196	TCA cycle (plant)	Phvul.008G014400.1
6860196	TCA cycle (plant)	Phvul.003G253200.1
6860196	TCA cycle (plant)	Phvul.007G217700.1
6860196	TCA cycle (plant)	Phvul.007G011400.1
6860196	TCA cycle (plant)	Phvul.007G217600.1
6860196	TCA cycle (plant)	Phvul.003G118800.1
6860196	TCA cycle (plant)	Phvul.008G291500.1
6860196	TCA cycle (plant)	Phvul.007G150400.1
6860196	TCA cycle (plant)	Phvul.002G029800.1
6860196	TCA cycle (plant)	Phvul.007G190800.1
6860196	TCA cycle (plant)	Phvul.011G103700.1
6860196	TCA cycle (plant)	Phvul.004G139300.1
6860196	TCA cycle (plant)	Phvul.008G269300.1
6860196	TCA cycle (plant)	Phvul.003G268900.1
6860196	TCA cycle (plant)	Phvul.005G041600.1
6860196	TCA cycle (plant)	Phvul.011G159000.1
6860196	TCA cycle (plant)	Phvul.005G115100.1
6860196	TCA cycle (plant)	Phvul.002G114600.1
6860276	isoleucine biosynthesis from threonine	Phvul.009G166100.1
6860276	isoleucine biosynthesis from threonine	Phvul.011G134200.1
6860276	isoleucine biosynthesis from threonine	Phvul.005G095900.1
6860276	isoleucine biosynthesis from threonine	Phvul.008G095400.1
6860276	isoleucine biosynthesis from threonine	Phvul.009G075100.1
6860276	isoleucine biosynthesis from threonine	Phvul.011G177600.1
6860276	isoleucine biosynthesis from threonine	Phvul.009G222200.1
6860276	isoleucine biosynthesis from threonine	Phvul.007G225400.1
6860276	isoleucine biosynthesis from threonine	Phvul.002G008700.1
6860276	isoleucine biosynthesis from threonine	Phvul.008G243300.1
6860276	isoleucine biosynthesis from threonine	Phvul.010G078000.1
6860276	isoleucine biosynthesis from threonine	Phvul.006G152700.1
6860276	isoleucine biosynthesis from threonine	Phvul.002G248000.1
6860276	isoleucine biosynthesis from threonine	Phvul.006G187400.1
6860218	gibberellin biosynthesis III (early C-13 hydroxylation)	Phvul.002G049000.1
6860218	gibberellin biosynthesis III (early C-13 hydroxylation)	Phvul.004G170700.1
6860218	gibberellin biosynthesis III (early C-13 hydroxylation)	Phvul.007G052000.1
6860261	stachyose biosynthesis	Phvul.001G214300.1
6860261	stachyose biosynthesis	Phvul.004G007100.1
6860261	stachyose biosynthesis	Phvul.007G253200.1
6860261	stachyose biosynthesis	Phvul.001G215300.1
6860261	stachyose biosynthesis	Phvul.001G135200.1
6860261	stachyose biosynthesis	Phvul.007G203400.1
6860261	stachyose biosynthesis	Phvul.001G223700.1
6860261	stachyose biosynthesis	Phvul.008G282600.1
6860261	stachyose biosynthesis	Phvul.009G175400.1
6860331	leucopelargonidin and leucocyanidin biosynthesis	Phvul.006G015400.1
6860331	leucopelargonidin and leucocyanidin biosynthesis	Phvul.006G018800.1
6860331	leucopelargonidin and leucocyanidin biosynthesis	Phvul.003G185500.1
6860331	leucopelargonidin and leucocyanidin biosynthesis	Phvul.009G192400.1
6860331	leucopelargonidin and leucocyanidin biosynthesis	Phvul.003G261900.1
6860330	leucodelphinidin biosynthesis	Phvul.006G015400.1
6860330	leucodelphinidin biosynthesis	Phvul.006G018800.1
6860330	leucodelphinidin biosynthesis	Phvul.003G185500.1
6860330	leucodelphinidin biosynthesis	Phvul.009G192400.1
6860330	leucodelphinidin biosynthesis	Phvul.003G261900.1
6860279	methylerythritol phosphate pathway	Phvul.006G019500.1
6860279	methylerythritol phosphate pathway	Phvul.003G200300.1
6860279	methylerythritol phosphate pathway	Phvul.006G159900.1
6860279	methylerythritol phosphate pathway	Phvul.003G099600.1
6860279	methylerythritol phosphate pathway	Phvul.L002800.1
6860279	methylerythritol phosphate pathway	Phvul.011G047900.1
6860279	methylerythritol phosphate pathway	Phvul.005G135800.1
6860279	methylerythritol phosphate pathway	Phvul.002G014200.1
6860279	methylerythritol phosphate pathway	Phvul.003G090900.1
6860279	methylerythritol phosphate pathway	Phvul.003G238400.1
6860279	methylerythritol phosphate pathway	Phvul.009G095900.1
6860279	methylerythritol phosphate pathway	Phvul.002G159900.1
6860260	aminopropanol biosynthesis	Phvul.005G069200.1
6860260	aminopropanol biosynthesis	Phvul.011G002500.1
6860260	aminopropanol biosynthesis	Phvul.008G132800.1
6860260	aminopropanol biosynthesis	Phvul.009G041600.1
6860260	aminopropanol biosynthesis	Phvul.002G277900.1
6860260	aminopropanol biosynthesis	Phvul.003G060300.1
6860260	aminopropanol biosynthesis	Phvul.011G002400.1
6860260	aminopropanol biosynthesis	Phvul.003G295600.1
6860260	aminopropanol biosynthesis	Phvul.008G132900.1
6860236	abscisic acid biosynthesis	Phvul.001G193400.1
6860236	abscisic acid biosynthesis	Phvul.005G051600.1
6860236	abscisic acid biosynthesis	Phvul.007G198800.1
6860236	abscisic acid biosynthesis	Phvul.008G209900.1
6860236	abscisic acid biosynthesis	Phvul.011G211200.1
6860236	abscisic acid biosynthesis	Phvul.005G031600.1
6860236	abscisic acid biosynthesis	Phvul.005G031500.1
6860236	abscisic acid biosynthesis	Phvul.008G210000.1
6860233	cholesterol biosynthesis I	Phvul.011G040100.1
6860233	cholesterol biosynthesis I	Phvul.002G074200.1
6860233	cholesterol biosynthesis I	Phvul.002G074300.1
6860233	cholesterol biosynthesis I	Phvul.004G160000.1
6860347	IAA conjugate biosynthesis I	Phvul.001G265400.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.006G136300.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.005G152400.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.004G014500.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.003G251500.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.002G181400.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.002G026400.1
6860286	geranylgeranyldiphosphate biosynthesis II (plastidic)	Phvul.003G239100.1
6860324	secologanin and strictosidine biosynthesis	Phvul.001G165600.1
6860324	secologanin and strictosidine biosynthesis	Phvul.003G268700.1
6860324	secologanin and strictosidine biosynthesis	Phvul.001G126000.1
6860324	secologanin and strictosidine biosynthesis	Phvul.005G153700.1
6860324	secologanin and strictosidine biosynthesis	Phvul.011G100400.1
6860324	secologanin and strictosidine biosynthesis	Phvul.010G019400.1
6860375	Ethylene mediated signaling	Phvul.007G271700.1
6860375	Ethylene mediated signaling	Phvul.006G106400.1
6860375	Ethylene mediated signaling	Phvul.001G051300.1
6860375	Ethylene mediated signaling	Phvul.002G055700.1
6860375	Ethylene mediated signaling	Phvul.005G012200.1
6860375	Ethylene mediated signaling	Phvul.007G129500.1
6860375	Ethylene mediated signaling	Phvul.006G106300.1
6860375	Ethylene mediated signaling	Phvul.001G210200.1
6860375	Ethylene mediated signaling	Phvul.006G011300.1
6860375	Ethylene mediated signaling	Phvul.001G186600.1
6860375	Ethylene mediated signaling	Phvul.001G177500.1
6860375	Ethylene mediated signaling	Phvul.007G150600.1
6860375	Ethylene mediated signaling	Phvul.008G207000.1
6860375	Ethylene mediated signaling	Phvul.009G207300.1
6860375	Ethylene mediated signaling	Phvul.006G011200.1
6860375	Ethylene mediated signaling	Phvul.009G241800.1
6860375	Ethylene mediated signaling	Phvul.002G190000.1
6860375	Ethylene mediated signaling	Phvul.003G165500.1
6860375	Ethylene mediated signaling	Phvul.001G034800.1
6860375	Ethylene mediated signaling	Phvul.009G093200.1
6860375	Ethylene mediated signaling	Phvul.009G080700.1
6860375	Ethylene mediated signaling	Phvul.005G150100.1
6860375	Ethylene mediated signaling	Phvul.007G223500.1
6860274	homoserine biosynthesis	Phvul.006G009000.1
6860274	homoserine biosynthesis	Phvul.011G012000.1
6860274	homoserine biosynthesis	Phvul.001G265600.1
6860274	homoserine biosynthesis	Phvul.004G070100.1
6860274	homoserine biosynthesis	Phvul.003G012000.1
6860274	homoserine biosynthesis	Phvul.002G323900.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.002G016400.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182300.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G238900.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182600.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182100.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182200.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182500.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G238800.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182700.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G183000.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.001G182400.1
6860240	cytokinins 9-N-glucoside biosynthesis	Phvul.002G016500.1
6860289	proline biosynthesis I	Phvul.010G015400.1
6860289	proline biosynthesis I	Phvul.008G230300.1
6860289	proline biosynthesis I	Phvul.001G124300.1
6860289	proline biosynthesis I	Phvul.001G236900.1
6860202	glycolipid desaturation	Phvul.008G098100.1
6860202	glycolipid desaturation	Phvul.003G156600.1
6860202	glycolipid desaturation	Phvul.010G076200.1
6860202	glycolipid desaturation	Phvul.001G142100.1
6860202	glycolipid desaturation	Phvul.007G023400.1
6860202	glycolipid desaturation	Phvul.007G259500.1
6860285	geranyldiphosphate biosynthesis	Phvul.006G136300.1
6860285	geranyldiphosphate biosynthesis	Phvul.003G239100.1
6860217	sterol biosynthesis	Phvul.011G011800.1
6860217	sterol biosynthesis	Phvul.005G023700.1
6860217	sterol biosynthesis	Phvul.011G040100.1
6860217	sterol biosynthesis	Phvul.007G223700.1
6860217	sterol biosynthesis	Phvul.009G020000.1
6860217	sterol biosynthesis	Phvul.004G160000.1
6860217	sterol biosynthesis	Phvul.009G167500.1
6860217	sterol biosynthesis	Phvul.010G053100.1
6860366	resveratrol biosynthesis	Phvul.001G083000.1
6860302	phytyl-PP biosynthesis	Phvul.008G208000.1
6860302	phytyl-PP biosynthesis	Phvul.003G189600.1
6860343	oleoresin sesquiterpene volatiles biosynthesis	Phvul.005G048500.1
6860344	peptidoglycan biosynthesis I	Phvul.002G290300.1
6860344	peptidoglycan biosynthesis I	Phvul.007G101500.1
6860344	peptidoglycan biosynthesis I	Phvul.007G188800.1
6860344	peptidoglycan biosynthesis I	Phvul.008G089700.1
6860344	peptidoglycan biosynthesis I	Phvul.002G139300.1
6860253	phaseic acid biosynthesis	Phvul.001G022100.1
6860253	phaseic acid biosynthesis	Phvul.003G292200.1
6860363	glutamine biosynthesis I	Phvul.004G148300.1
6860363	glutamine biosynthesis I	Phvul.008G237500.1
6860363	glutamine biosynthesis I	Phvul.008G237400.1
6860363	glutamine biosynthesis I	Phvul.001G229500.1
6860325	thiosulfate disproportionation III (rhodanese)	Phvul.005G050400.1
6860271	starch biosynthesis	Phvul.008G284000.1
6860271	starch biosynthesis	Phvul.003G076500.1
6860271	starch biosynthesis	Phvul.007G094900.1
6860271	starch biosynthesis	Phvul.003G078800.1
6860271	starch biosynthesis	Phvul.009G023100.1
6860271	starch biosynthesis	Phvul.011G151400.1
6860271	starch biosynthesis	Phvul.002G096000.1
6860271	starch biosynthesis	Phvul.001G187600.1
6860271	starch biosynthesis	Phvul.006G047000.1
6860271	starch biosynthesis	Phvul.008G036600.1
6860271	starch biosynthesis	Phvul.007G064900.1
6860271	starch biosynthesis	Phvul.009G052100.1
6860271	starch biosynthesis	Phvul.009G011000.1
6860271	starch biosynthesis	Phvul.004G029100.1
6860271	starch biosynthesis	Phvul.002G318400.1
6860271	starch biosynthesis	Phvul.011G044000.1
6860271	starch biosynthesis	Phvul.001G012500.1
6860271	starch biosynthesis	Phvul.009G059800.1
6860271	starch biosynthesis	Phvul.001G219900.1
6860271	starch biosynthesis	Phvul.002G196600.1
6860350	thiamine biosynthesis	Phvul.006G159900.1
6860350	thiamine biosynthesis	Phvul.003G099600.1
6860350	thiamine biosynthesis	Phvul.006G216300.1
6860350	thiamine biosynthesis	Phvul.009G095900.1
6860327	acyl-CoA synthetase pathway	Phvul.008G163100.1
6860327	acyl-CoA synthetase pathway	Phvul.009G124800.1
6860327	acyl-CoA synthetase pathway	Phvul.006G005400.1
6860327	acyl-CoA synthetase pathway	Phvul.006G005500.1
6860387	Xyloglucan biosynthesis	Phvul.009G185700.1
6860387	Xyloglucan biosynthesis	Phvul.010G162100.1
6860387	Xyloglucan biosynthesis	Phvul.009G248100.1
6860387	Xyloglucan biosynthesis	Phvul.007G153600.1
6860387	Xyloglucan biosynthesis	Phvul.001G206000.1
6860387	Xyloglucan biosynthesis	Phvul.003G188200.1
6860387	Xyloglucan biosynthesis	Phvul.010G162000.1
6860387	Xyloglucan biosynthesis	Phvul.002G009900.1
6860259	brassinosteroid biosynthesis II	Phvul.011G038300.1
6860259	brassinosteroid biosynthesis II	Phvul.008G224600.1
6860259	brassinosteroid biosynthesis II	Phvul.008G208700.1
6860259	brassinosteroid biosynthesis II	Phvul.002G029700.1
6860259	brassinosteroid biosynthesis II	Phvul.008G108600.1
6860259	brassinosteroid biosynthesis II	Phvul.003G253100.1
